Author,Study_ID,Effect_Size_ID,Study_Country,Study_Region,Biome,Study_System,Verts_Inverts_Plants,Verts_Inverts_Plants_Without_Pests,Functional_Groups,Orders,Taxa_Category_2,Biodiversity_Category,Heterogeneity_Measure,Heterogeneity_Mesure_Fine,Heterogeneity_Type,Heterogeneity,Heterogeneity_Type_L_C,Pearson_Correlation,Sample_Size,Scale,Scale_Cat
Sirami et al. (2019),p25,sub1273,France,PVDS,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.1415413,233,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1274,France,PVDS,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.1494273,233,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1275,France,PVDS,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.0966041,233,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1276,France,PVDS,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.1243967,233,1 X 1 Km,LandscapeScale_1
Raderschall et al. (2022),p26,sub1277,Sweden,Southern Sweden,Temperate,"Multiple (Faba bean, winter wheat, ley, spring barley and winter oilseed rape)",Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.0028,14,1000_m_R,LandscapeScale_2
Raderschall et al. (2022),p26,sub1278,Sweden,Southern Sweden,Temperate,"Multiple (Faba bean, winter wheat, ley, spring barley and winter oilseed rape)",Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.023,14,1000_m_R,LandscapeScale_2
Raderschall et al. (2022),p26,sub1279,Sweden,Southern Sweden,Temperate,"Multiple (Faba bean, winter wheat, ley, spring barley and winter oilseed rape)",Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.035,14,1000_m_R,LandscapeScale_2
Raderschall et al. (2022),p26,sub1280,Sweden,Southern Sweden,Temperate,"Multiple (Faba bean, winter wheat, ley, spring barley and winter oilseed rape)",Invertebrates,Invertebrates,Predators,Coleoptera,Rove_beetles,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.047,14,1000_m_R,LandscapeScale_2
Raderschall et al. (2022),p26,sub1281,Sweden,Southern Sweden,Temperate,"Multiple (Faba bean, winter wheat, ley, spring barley and winter oilseed rape)",Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.0064,14,1000_m_R,LandscapeScale_2
Raderschall et al. (2022),p26,sub1282,Sweden,Southern Sweden,Temperate,"Multiple (Faba bean, winter wheat, ley, spring barley and winter oilseed rape)",Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.022,14,1000_m_R,LandscapeScale_2
Fahrig et al. (2015),p94,sub1283,Canada,Ontario,Temperate,"Multiple (maize, soybean, forage crops (alfalfa, clover, hay), wheat)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.116230366,93, 1 X 1 Km,LandscapeScale_1
Fahrig et al. (2015),p94,sub1284,Canada,Ontario,Temperate,"Multiple (maize, soybean, forage crops (alfalfa, clover, hay), wheat)",Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.112041885,93, 1 X 1 Km,LandscapeScale_1
Fahrig et al. (2015),p94,sub1285,Canada,Ontario,Temperate,"Multiple (maize, soybean, forage crops (alfalfa, clover, hay), wheat)",Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.134146341,93, 1 X 1 Km,LandscapeScale_1
Fahrig et al. (2015),p94,sub1286,Canada,Ontario,Temperate,"Multiple (maize, soybean, forage crops (alfalfa, clover, hay), wheat)",Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.208292683,93, 1 X 1 Km,LandscapeScale_1
Fahrig et al. (2015),p94,sub1287,Canada,Ontario,Temperate,"Multiple (maize, soybean, forage crops (alfalfa, clover, hay), wheat)",Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.130243902,93, 1 X 1 Km,LandscapeScale_1
Fahrig et al. (2015),p94,sub1288,Canada,Ontario,Temperate,"Multiple (maize, soybean, forage crops (alfalfa, clover, hay), wheat)",Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.152097561,93, 1 X 1 Km,LandscapeScale_1
Collins & Fahrig (2017),p95,sub1289,Canada,Ontario,Temperate,"Multiple (primarily corn, soybean, forage crops, and cereal grains), and pasture lands)",Vertebrates,Vertebrates,Predators,Anura,Amphibian,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.118716578,34,1000_m_R,LandscapeScale_2
Hiron et al. (2015),p97,sub1290,Sweden,"Skåne, Götaland and Svealand",Temperate,"Multiple (cereal, grass, and broadleaved crops such as rape, sugar beet and legumes)",Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.1321,30, 5 X 5 Km,LandscapeScale_2
Dainese et al. (2015),p117,sub1291,Italy,Venetian-Friulian Plain (northeastern Italy),Temperate,"Multiple (maize, wheat, and soybean are the dominant crops)",Invertebrates,Invertebrates,Predators,Diptera,Tachinid flies,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.154753159,60,500m,LandscapeScale_1
Dainese et al. (2015),p117,sub1292,Italy,Venetian-Friulian Plain (northeastern Italy),Temperate,"Multiple (maize, wheat, and soybean are the dominant crops)",Invertebrates,Invertebrates,Predators,Diptera,Tachinid flies,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.220851109,60,500m,LandscapeScale_1
Sirami et al. (2019),p22,sub1293,Germany,Goettingen,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.2319093,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1294,Germany,Goettingen,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.113474,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1295,Germany,Goettingen,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.1665962,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1296,Germany,Goettingen,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.01948248,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1297,Germany,Goettingen,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.0978759,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1298,Germany,Goettingen,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.1045666,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p23,sub1299,Spain,Lleida,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.3736117,73,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p23,sub1300,Spain,Lleida,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.2996934,73,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p23,sub1301,Spain,Lleida,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.3943637,73,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p23,sub1302,Spain,Lleida,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.009471101,73,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p23,sub1303,Spain,Lleida,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.01283741,73,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p23,sub1304,Spain,Lleida,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.01060004,73,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p23,sub1305,Spain,Lleida,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.1997147,73,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p23,sub1306,Spain,Lleida,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.0111436,73,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p23,sub1307,Spain,Lleida,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.4225278,73,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p24,sub1308,Canada,Ontario,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.01757954,47,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p24,sub1309,Canada,Ontario,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.0451105,47,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p24,sub1310,Canada,Ontario,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.08878379,47,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p24,sub1311,Canada,Ontario,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.3085122,48,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p24,sub1312,Canada,Ontario,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.01822106,48,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p24,sub1313,Canada,Ontario,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.3319546,48,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p24,sub1314,Canada,Ontario,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.1238853,48,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p24,sub1315,Canada,Ontario,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.01987205,48,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p24,sub1316,Canada,Ontario,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.1636394,48,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1317,France,PVDS,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.3387883,225,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1318,France,PVDS,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.2981417,225,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1319,France,PVDS,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.2810763,225,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1320,France,PVDS,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.1032225,233,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1321,France,PVDS,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.03039595,233,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1322,France,PVDS,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,-0.1331456,233,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1323,France,PVDS,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.1390815,233,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1324,France,PVDS,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.09653068,233,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p25,sub1325,France,PVDS,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,Mean field size,MFS_corrected,Crop_Configurational_het,Configurational_het,Crop_het,0.1156433,233,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p18,sub1326,France,Armorique,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.02067267,105,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p18,sub1327,France,Armorique,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.115963,105,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p18,sub1328,France,Armorique,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.02682989,105,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p18,sub1329,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.1093297,105,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p18,sub1330,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.1121861,105,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p18,sub1331,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.02414077,105,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p18,sub1332,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.07705061,105,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p18,sub1333,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.04318188,105,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p18,sub1334,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.08969694,105,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p19,sub1335,France,Camargue,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.06989329,119,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p19,sub1336,France,Camargue,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.1471112,119,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p19,sub1337,France,Camargue,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.02700749,119,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p19,sub1338,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.04564268,41,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p19,sub1339,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.06770384,41,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p19,sub1340,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.01133831,41,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p19,sub1341,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.03134826,41,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p19,sub1342,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.03154268,41,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p19,sub1343,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.1071382,41,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p20,sub1344,France,Coteaux,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.09759935,90,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p20,sub1345,France,Coteaux,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.07759459,90,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p20,sub1346,France,Coteaux,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.0959375,90,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p20,sub1347,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.1859406,92,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p20,sub1348,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.2091919,92,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p20,sub1349,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.121744,92,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p20,sub1350,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.2509452,92,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p20,sub1351,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.09437665,92,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p20,sub1352,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.1683739,92,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p21,sub1353,UK,EastAnglia,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.0674402,104,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p21,sub1354,UK,EastAnglia,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.05401926,104,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p21,sub1355,UK,EastAnglia,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.02136241,104,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p21,sub1356,UK,EastAnglia,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.090993,103,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p21,sub1357,UK,EastAnglia,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.08578858,103,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p21,sub1358,UK,EastAnglia,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.07502679,103,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p21,sub1359,UK,EastAnglia,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.2186867,103,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p21,sub1360,UK,EastAnglia,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.1028304,103,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p21,sub1361,UK,EastAnglia,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.2025373,103,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1362,Germany,Goettingen,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.04454681,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1363,Germany,Goettingen,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.0678641,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1364,Germany,Goettingen,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,-0.09740576,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1365,Germany,Goettingen,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.2802128,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1366,Germany,Goettingen,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.1252658,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1367,Germany,Goettingen,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,SWDiversity,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.2391925,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1368,Germany,Goettingen,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.006046828,88,1 X 1 Km,LandscapeScale_1
Sirami et al. (2019),p22,sub1369,Germany,Goettingen,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,Field boundary length,FBL,Crop_Configurational_het,Configurational_het,Crop_het,0.05831363,88,1 X 1 Km,LandscapeScale_1
