Author,Study_ID,Effect_Size_ID,Study_Country,Study_Region,Biome,Study_System,Verts_Inverts_Plants,Verts_Inverts_Plants_Without_Pests,Animals_Plants,Functional_Groups,Orders,Taxa_Category_2,Biodiversity_Category,Heterogeneity_Measure,Heterogeneity_Mesure_Fine,Heterogeneity_Type,Heterogeneity,Heterogeneity_Type_L_C,Pearson_Correlation,Sample_Size,Scale,Crop_Cover_Mean,Article_Tittle 
Li et al. (2020),p7,sub2209,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2893555,20,1 X 1 Km,89.625,Noncrop features and heterogeneity mediate overwintering bird diversity in agricultural landscapes of southwest China 
Li et al. (2020),p7,sub2210,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.2245922,20,1 X 1 Km,89.625,Noncrop features and heterogeneity mediate overwintering bird diversity in agricultural landscapes of southwest China 
Li et al. (2020),p7,sub2211,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1608327,20,1 X 1 Km,89.625,Noncrop features and heterogeneity mediate overwintering bird diversity in agricultural landscapes of southwest China 
Li et al. (2020),p7,sub2212,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.01524402,20,1 X 1 Km,89.625,Noncrop features and heterogeneity mediate overwintering bird diversity in agricultural landscapes of southwest China 
Li et al. (2020),p7,sub2213,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1608616,20,1 X 1 Km,89.625,Noncrop features and heterogeneity mediate overwintering bird diversity in agricultural landscapes of southwest China 
Li et al. (2020),p7,sub2214,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.04130433,20,1 X 1 Km,89.625,Noncrop features and heterogeneity mediate overwintering bird diversity in agricultural landscapes of southwest China 
Li et al. (2020),p7,sub2215,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.3001015,20,1 X 1 Km,89.625,Noncrop features and heterogeneity mediate overwintering bird diversity in agricultural landscapes of southwest China 
Li et al. (2020),p7,sub2216,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1211499,20,1 X 1 Km,89.625,Noncrop features and heterogeneity mediate overwintering bird diversity in agricultural landscapes of southwest China 
Li et al. (2020),p7,sub2217,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2708792,20,1 X 1 Km,89.625,Noncrop features and heterogeneity mediate overwintering bird diversity in agricultural landscapes of southwest China 
Li et al. (2020),p7,sub2218,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.3074433,20,1 X 1 Km,89.625,Noncrop features and heterogeneity mediate overwintering bird diversity in agricultural landscapes of southwest China 
Redlich et al. (2021),p8,sub2219,Germany,"Würzburg(49°47′N, 9°57′E)",Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1080483,94,1000_m_R,53.92793,"Sustainable landscape, soil and crop management practices enhance biodiversity and yield in conventional cereal systems"
Redlich et al. (2021),p8,sub2220,Germany,"Würzburg(49°47′N, 9°57′E)",Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.04387689,105,1000_m_R,53.92793,"Sustainable landscape, soil and crop management practices enhance biodiversity and yield in conventional cereal systems"
Redlich et al. (2021),p8,sub2221,Germany,"Würzburg(49°47′N, 9°57′E)",Temperate,Multiple,Invertebrates,NA,NA,Pests,Hemiptera,Aphid (Sitobion avenae),Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.05976696,108,1000_m_R,53.92793,"Sustainable landscape, soil and crop management practices enhance biodiversity and yield in conventional cereal systems"
Redlich et al. (2021),p8,sub2222,Germany,"Würzburg(49°47′N, 9°57′E)",Temperate,Multiple,Invertebrates,NA,NA,Pests,Hemiptera,Aphid (Metopolophium dirhodum),Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.05134951,108,1000_m_R,53.92793,"Sustainable landscape, soil and crop management practices enhance biodiversity and yield in conventional cereal systems"
Redlich et al. (2021),p8,sub2223,Germany,"Würzburg(49°47′N, 9°57′E)",Temperate,Multiple,Invertebrates,NA,NA,Pests,Coleoptera,Cereal leaf beetle,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.00750725,108,1000_m_R,53.92793,"Sustainable landscape, soil and crop management practices enhance biodiversity and yield in conventional cereal systems"
Priyadarshana et al. (2021),p9,sub2224,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Decomposers,Coleoptera,Dung_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.4812821,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2225,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Decomposers,Coleoptera,Dung_beetles,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.3382689,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2226,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Decomposers,Coleoptera,Dung_beetles,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.001397178,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2227,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Decomposers,Coleoptera,Dung_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.4519737,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2228,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Decomposers,Coleoptera,Dung_beetles,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.3585048,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2229,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Decomposers,Coleoptera,Dung_beetles,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.04937228,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2230,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Decomposers,Coleoptera,Dung_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.6158691,156,100_m_R,22.17437,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2231,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Decomposers,Coleoptera,Dung_beetles,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.582258,156,100_m_R,22.17437,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2232,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Decomposers,Coleoptera,Dung_beetles,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1761889,156,100_m_R,22.17437,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2233,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Predators,Odonata,Dragonfly/Damselfly,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.6276082,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2234,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Predators,Odonata,Dragonfly/Damselfly,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.6428429,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2235,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Predators,Odonata,Dragonfly/Damselfly,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.5950073,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2236,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Predators,Odonata,Dragonfly/Damselfly,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.6047211,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2237,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Predators,Odonata,Dragonfly/Damselfly,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.626293,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2238,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Predators,Odonata,Dragonfly/Damselfly,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.5482155,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2239,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1209341,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2240,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1106124,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2241,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.08485218,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2242,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1864153,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2243,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.184645,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2244,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2103674,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2245,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.06884975,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2246,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.05516481,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2247,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.05100986,156,100_m_R,60.67666,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2248,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1319316,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2249,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1511715,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Priyadarshana et al. (2021),p9,sub2250,China,"Nanning, the capital of Guangxi Zhuang Autonomous Region (22◦56′–22◦95′N, 108◦13′–108◦62′E)",Tropical,"Multiple (rice, sugarcane, corn are dominant)",Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1271159,156,100_m_R,63.12995,"Crop heterogeneity is positively associated with beneficial insect diversity in subtropical farmlands, in review"
Raderschall et al. (2021),p10,sub2251,Sweden,Skåne,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bumblebees,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.4639,21,1500_m_R,86,"Landscape crop diversity and semi-natural habitat affect crop pollinators, pollination benefit and yield"
Raderschall et al. (2021),p10,sub2252,Sweden,Skåne,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1718,21,1500_m_R,86,"Landscape crop diversity and semi-natural habitat affect crop pollinators, pollination benefit and yield"
Tamburini (2017),p11,sub2253,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.3790123,10,1000_m_R,78.621,"Tamburini, G. (2017). [Arthropod survey]. Unpublished raw data."
Tamburini (2017),p11,sub2254,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.05109351,10,1000_m_R,78.621,"Tamburini, G. (2017). [Arthropod survey]. Unpublished raw data."
Tamburini (2017),p11,sub2255,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1964741,10,1000_m_R,78.621,"Tamburini, G. (2017). [Arthropod survey]. Unpublished raw data."
Tamburini (2017),p11,sub2256,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.466918,10,1000_m_R,78.621,"Tamburini, G. (2017). [Arthropod survey]. Unpublished raw data."
Tamburini (2017),p11,sub2257,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.3223043,10,1000_m_R,78.621,"Tamburini, G. (2017). [Arthropod survey]. Unpublished raw data."
Tamburini (2017),p11,sub2258,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.3113704,10,1000_m_R,78.621,"Tamburini, G. (2017). [Arthropod survey]. Unpublished raw data."
Lindström et al. (2016) ,p12,sub2259,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1339727,20,1000_m_R,90.746,Large-scale pollination experiment demon- strates the importance of insect pollination in winter oilseed rape
Lindström et al. (2016) ,p12,sub2260,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1396219,20,1000_m_R,90.746,Large-scale pollination experiment demon- strates the importance of insect pollination in winter oilseed rape
Rusch et al. (2014) ,p13,sub2261,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.08116556,41,1000_m_R,90.746,Management intensity at field and landscape levels affects the struc- ture of generalist predator communities
Rusch et al. (2014) ,p13,sub2262,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1463124,41,1000_m_R,90.746,Management intensity at field and landscape levels affects the struc- ture of generalist predator communities
Rusch et al. (2014) ,p13,sub2263,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1406393,41,1000_m_R,90.746,Management intensity at field and landscape levels affects the struc- ture of generalist predator communities
Rusch et al. (2014) ,p13,sub2264,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.141526,41,1000_m_R,90.746,Management intensity at field and landscape levels affects the struc- ture of generalist predator communities
Rusch et al. (2014) ,p13,sub2265,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.07007344,41,1000_m_R,90.746,Management intensity at field and landscape levels affects the struc- ture of generalist predator communities
Rusch et al. (2014) ,p13,sub2266,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1258473,41,1000_m_R,90.746,Management intensity at field and landscape levels affects the struc- ture of generalist predator communities
Holzschuh et al. (2016),p14,sub2267,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.131915,32,1000_m_R,90.746,Mass-flowering crops dilute pollinator abundance in agricultural land-scapes across Europe
Holzschuh et al. (2016),p14,sub2268,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2824606,32,1000_m_R,90.746,Mass-flowering crops dilute pollinator abundance in agricultural land-scapes across Europe
Aguilera (2017),p15,sub2269,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.4925107,11,1000_m_R,85.238,"Aguilera, G. (2017). [Arthropod survey]. Unpublished raw data."
Aguilera (2017),p15,sub2270,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.2309607,11,1000_m_R,85.238,"Aguilera, G. (2017). [Arthropod survey]. Unpublished raw data."
Aguilera (2017),p15,sub2271,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.5404614,11,1000_m_R,85.238,"Aguilera, G. (2017). [Arthropod survey]. Unpublished raw data."
